year,file_name,employee_num
2016,17843_000001784316000094_crs630201610k.htm.txt,4500
2016,1579157_000156459017007764_vnce-10k_20170128.htm.txt,597
2016,925660_000154812317000080_f2016flexpoint10kv12clean.htm.txt,5
2016,1144519_000104746917001059_a2230755z10-k.htm.txt,32000
2016,1525287_000152528717000047_srlp-20161231x10k.htm.txt,600
2016,76063_000007606317000008_pepl_2016x10-k.htm.txt,542
2016,55242_000005524216000060_kmt630201610k.htm.txt,11200
2016,1002638_000100263816000080_a10-kq4x16.htm.txt,80273
2016,949428_000094942817000002_cdti-123116x10k.htm.txt,97
2016,1527599_000152759917000004_mirn_12312016x10kdocument.htm.txt,9
2016,1275187_000127518716000034_ango-053116x10k.htm.txt,1300
2016,23194_000156459017002442_crk-10k_20161231.htm.txt,117
2016,30831_000114420416140662_v454952_10k.htm.txt,226
2016,1401680_000140168017000004_a10-k20161231q4.htm.txt,1823
2016,1335105_000149315217002940_form10-k.htm.txt,0
2016,884905_000088490517000007_px201610-k.htm.txt,26498
2016,1464343_000146434317000007_atlc-2016123110k.htm.txt,292
2016,943861_000094386117000002_gdp1231201610-k.htm.txt,43
2016,88948_000008894817000019_10k03312017.htm.txt,3700
2016,728535_000143774917003083_jbht20161231_10k.htm.txt,22190
2016,1366744_000136674417000008_a10-kfye12x31x16.htm.txt,47
2016,885307_000121716016000703_jewettcameron_201610k.htm.txt,54
2016,68709_000006870917000026_mts10k10012016.htm.txt,3500
2016,1413837_000156459017004473_ffwm-10k_20161231.htm.txt,335
2016,1471781_000161577417001376_s105723_10k.htm.txt,4
2016,102741_000010274116000024_val-10282016x10k.htm.txt,11100
2016,1286225_000128622517000010_rp-20161231x10k.htm.txt,4400
2016,1047340_000104734017000020_fdp-123016x10k.htm.txt,38000
2016,1665598_000168316817000831_rc1_10k-123116.htm.txt,0
2016,1452751_000119312517095656_d302389d10k.htm.txt,1290
2016,1001614_000114036117014015_form10k.htm.txt,250000
2016,1361983_000156459017003356_orbc-10k_20161231.htm.txt,542
2016,1592411_000121465917002449_d4617010k.htm.txt,0
2016,896264_000104746917001138_a2231102z10-k.htm.txt,1788
2016,1006655_000100665516000132_epm201610-k.htm.txt,6
2016,76267_000143774917008941_pke20170226_10k.htm.txt,426
2016,894560_000155116317000060_f2016bioethics10kv4vedgar1.htm.txt,0
2016,870826_000087082617000002_evlv10k01282017.htm.txt,1300
2016,1487561_000156459017006645_ser28-10k_20161231.htm.txt,0
2016,1636023_000163602316000362_a10k9302016.htm.txt,39000
2016,1463258_000162828017002479_regi-20161231x10k.htm.txt,703
2016,1401667_000156459017003090_pbyi-10k_20161231.htm.txt,160
2016,217346_000110465917010809_a17-1034_110k.htm.txt,36000
2016,1071840_000147793216013701_wndw_10k.htm.txt,3
2016,789460_000162828017001482_a201610-k.htm.txt,5000
2016,723612_000072361217000035_car-20161231x10k.htm.txt,30000
2016,1083220_000114420417016327_v461157_10k.htm.txt,86
2016,1075607_000104746917001049_a2230975z10-k.htm.txt,0
2016,1455650_000145565017000008_nsre1231201610-k.htm.txt,0
2016,72444_000143774916038645_bota20160630_10k.htm.txt,21
2016,1122388_000112238817000011_elli-20161231x10k.htm.txt,1069
2016,1604868_000121390017003102_f10k2016_growgeneration.htm.txt,36
2016,1627811_000149315217002220_form10-k.htm.txt,5
2016,946581_000162828017005833_ttwo10k03312017.htm.txt,3707
2016,1460702_000149315217001929_form10-k.htm.txt,7
2016,1557421_000119312517082031_d331243d10k.htm.txt,112
2016,1078099_000143774917004067_meet20161231_10k.htm.txt,124
2016,1034670_000119312517052888_d302454d10k.htm.txt,61500
2016,1158463_000115846317000016_a201610-k.htm.txt,13566
2016,1049521_000104952116000094_mrcy201610-k.htm.txt,1250
2016,834365_000114420417014799_v461283_10k.htm.txt,35
2016,1340127_000134012717000050_carbonite10-k12312016.htm.txt,820
2016,889609_000168316817000507_cps_10k-20161231.htm.txt,960
2016,830656_000149315217002726_form10-k.htm.txt,9
2016,1377789_000137778916000172_aviat10-k2016.htm.txt,720
2016,814549_000081454917000004_ebix-2016x10k.htm.txt,2988
2016,70318_000155837017001079_thc-20161231x10k.htm.txt,130000
2016,1110607_000168316817000727_deepdown_10k-123116.htm.txt,73
2016,73887_000007388717000010_brs10-k2017.htm.txt,4374
2016,1443799_000155837017001689_gnrt-20161231x10k.htm.txt,38
2016,22701_000089710117000402_csi170730_10k.htm.txt,398
2016,1114995_000156459017003329_pi-10k_20161231.htm.txt,245
2016,1617351_000161735117000002_b16lepota10k51817.htm.txt,0
2016,1571776_000156761917000445_h10042041x1_10k.htm.txt,4
2016,806517_000114420417013217_v458022_10k.htm.txt,206
2016,1169055_000162828017002546_caymanfilingnefy201610-k.htm.txt,2100
2016,1524358_000152435817000004_a201610kdocument.htm.txt,11000
2016,41719_000156459017002406_glt-10k_20161231.htm.txt,4346
2016,1681941_000121390017006991_f10k2017_ifreshinc.htm.txt,480
2016,1496268_000156459017002655_rva-10k_20161231.htm.txt,59
2016,29915_000002991517000011_dow201610k.htm.txt,56000
2016,1582249_000114420416125830_v449384_10k.htm.txt,1
2016,1538849_000153884917000008_caplq42016form10k.htm.txt,744
2016,97745_000009774517000007_tmo201610k.htm.txt,55000
2016,1117297_000156459016024561_qnst-10k_20160630.htm.txt,601
2016,1104349_000110434917000008_form10-k2016.htm.txt,2928
2016,1478242_000119312517046709_d321341d10k.htm.txt,50000
2016,840715_000149315217002516_form10-k.htm.txt,151
2016,884217_000155837017002109_tlrd-20170128x10k.htm.txt,22500
2016,1347178_000119312517047317_d474152d10k.htm.txt,142
2016,320121_000032012117000007_form10k.htm.txt,502
2016,1497130_000166357717000146_mainbody.htm.txt,18
2016,815097_000081509717000001_a2016form10-kfrontpart.htm.txt,10500
2016,1038205_000156459017003110_ozrk-10k_20161231.htm.txt,2315
2016,751978_000119312517073261_d322050d10k.htm.txt,959
2016,1455819_000121390018002674_f10k2016_vapeholdings.htm.txt,2
2016,1428522_000162828017001727_rdus1231201610-k.htm.txt,240
2016,1282400_000138713117001754_mep04-10k_123116.htm.txt,399
2016,1092662_000109266217000023_form10_k.htm.txt,131
2016,859070_000119312517069830_d318707d10k.htm.txt,580
2016,1687999_000138713117001590_emr-10k_123116.htm.txt,4
2016,1126741_000155837017004663_gsit-20170331x10k.htm.txt,156
2016,1472595_000147259517000023_december312016_doc.htm.txt,6113
2016,89140_000157104917002449_t1700166_10k.htm.txt,320
2016,1008586_000162828017003513_strm-2017013110xk.htm.txt,129
2016,822997_000168316817001012_ybcc_10k-123116.htm.txt,38
2016,1532595_000165495417002872_sbid_10k.htm.txt,2
2016,1275014_000156459017004405_uctt-10k_20161230.htm.txt,2182
2016,706688_000070668817000030_a10k4q2016.htm.txt,11500
2016,1560449_000161577417004861_s107331_10k.htm.txt,0
2016,11544_000001154417000009_wrb1231201610k.htm.txt,7536
2016,726513_000072651317000006_form10k_2016.htm.txt,8200
2016,1610092_000110465917015229_a17-1189_110k.htm.txt,1827
2016,1404943_000141588917000875_mtst10k_feb282017.htm.txt,6
2016,1499961_000114420417018206_v462264_10k.htm.txt,114
2016,88941_000162828017002859_smtc-01292017x10k.htm.txt,1292
2016,1660719_000155837017001659_arlz-20161231x10k.htm.txt,216
2016,1449732_000144973217000004_a1231201610k-document.htm.txt,0
2016,1035201_000103520117000003_cwt-12312016x10k.htm.txt,1163
2016,1409775_000140977517000009_bbvacompassform10-kx2016.htm.txt,10336
2016,1563536_000129534517000067_equre10k2016.htm.txt,1
2016,1309132_000110465917017461_a17-1094_110k.htm.txt,0
2016,1310527_000149315217005885_form10-k.htm.txt,2
2016,1305323_000130532317000016_bpi201610k.htm.txt,2600
2016,1115836_000111583617000004_bel-20161231x10k.htm.txt,8600
2016,1601712_000160171217000031_synchrony1231201610k.htm.txt,15000
2016,1091862_000109186217000003_chmt-20161231x10k.htm.txt,2500
2016,1494162_000129534517000103_kpay12312016.htm.txt,40
2016,1396877_000114420417016470_v461619_10k.htm.txt,0
2016,1383312_000138331216000108_br-20160630x10xk.htm.txt,8000
2016,1133869_000114420417014866_v461171_10k.htm.txt,38
2016,1635136_000149315217007372_form10-k.htm.txt,100
2016,106535_000010653517000007_wy-123116x10k.htm.txt,10400
2016,1156041_000149315217002481_form10-k.htm.txt,3
2016,1315061_000121465917001450_o1917010k.htm.txt,0
2016,1399352_000147793217001799_cool_10k.htm.txt,3
2016,1484504_000148450417000013_gimo201610-k.htm.txt,684
2016,1446714_000114420417010927_v458945_10k.htm.txt,13800
2016,33992_000165495417002100_kins_10k.htm.txt,80
2016,792161_000143774917004577_nnutu20161231_10k.htm.txt,244
2016,1069157_000106915717000008_ewbc10k12312016.htm.txt,2873
2016,1607962_000160796217000006_rwlk1231201610-k.htm.txt,94
2016,1301787_000130178717000032_bxc1231201610-k.htm.txt,1600
2016,1585689_000158568917000038_a2016hwh10-knospin.htm.txt,0
2016,783412_000143774916043338_djco20160823_10k.htm.txt,335
2016,1437491_000121390017002333_f10k2016_ecoarkholdings.htm.txt,117
2016,1557142_000155714217000036_kdmn-20161231x10k.htm.txt,118
2016,277375_000027737516000342_dgas-2016630x10k.htm.txt,148
2016,1643848_000164384816000032_a201610-kxdocument.htm.txt,9100
2016,1023364_000165495417001816_abtl10k_dec312016.htm.txt,254
2016,1005731_000121390016017511_f10k2016_idtcorporation.htm.txt,1159
2016,1621227_000110465917016024_a16-22178_110k.htm.txt,298
2016,1621906_000121390017003160_f10k2016_westernuranium.htm.txt,2
2016,899689_000089968917000004_vornado2016form10k.htm.txt,4225
2016,1074828_000165495417000244_vsul_10k-17049.htm.txt,20
2016,1421517_000143774917004189_erii20161231_10k.htm.txt,120
