cik,2017,2018,2019,2020,2021,2022,2016_num,2017_num,2018_num,2019_num,2020_num,2021_num,2022_num,2016_file,2017_file,2018_file,2019_file,2020_file,2021_file,2022_file
1828522,,,,,,0.15384615384615385,,,,,,13,15,,,,,,1828522_000095017022003922_eftr-20211231.htm.txt,1828522_000095017023006707_eftr-20221231.htm.txt
1826889,,,,,,-0.2781586679725759,,,,,,1021,737,,,,,,1826889_000095017022002537_body-20211231.htm.txt,1826889_000095017023008487_body-20221231.htm.txt
1091907,-0.022988505747126436,0.07647058823529412,0.04918032786885246,-0.0625,-0.03333333333333333,0.022988505747126436,870,850,915,960,900,870,890,1091907_000109190717000008_wwe-20161231x10k.htm.txt,1091907_000109190718000008_wwe-20171231x10k.htm.txt,1091907_000109190719000016_wwe-20181231x10k.htm.txt,1091907_000109190720000011_wwe-20191231x10k.htm.txt,1091907_000109190721000009_wwe-20201231x10k.htm.txt,1091907_000109190722000018_wwe-20211231x10k.htm.txt,1091907_000109190723000014_wwe-20221231x10k.htm.txt
1478320,,,,0.3730684326710817,0.37942122186495175,-0.07925407925407925,,,,453,622,858,790,,,,1478320_000156459020006830_adpt-10k_20191231.htm.txt,1478320_000156459021008124_adpt-10k_20201231.htm.txt,1478320_000156459022005228_adpt-10k_20211231.htm.txt,1478320_000095017023002792_adpt-20221231.htm.txt
883975,0,0.3333333333333333,0,0.5,0.4166666666666667,0.23529411764705882,6,6,8,8,12,17,21,883975_000149315217002678_form10-k.htm.txt,883975_000149315218004562_form10-k.htm.txt,883975_000149315219004545_form10-k.htm.txt,883975_000149315220006338_form10-k.htm.txt,883975_000149315221007453_form10-k.htm.txt,883975_000149315222008344_form10-k.htm.txt,883975_000149315223010223_form10-k.htm.txt
1007019,0.05714285714285714,0.06756756756756757,0,0.0379746835443038,-0.08536585365853659,0.05333333333333334,70,74,79,79,82,75,79,1007019_000165495417000551_jva_10k.htm.txt,1007019_000149315218001192_form10-k.htm.txt,1007019_000149315219001104_form10-k.htm.txt,1007019_000149315220001327_form10-k.htm.txt,1007019_000149315221003836_form10-k.htm.txt,1007019_000149315222002765_form10-k.htm.txt,1007019_000149315223009523_form10-k.htm.txt
1831617,,,,,,0.034482758620689655,,,,,,8700,9000,,,,,,1831617_000162828022005909_dsey-20211231.htm.txt,1831617_000162828023008499_dsey-20221231.htm.txt
1621563,0.2,0,0,0,-0.08333333333333333,-0.12727272727272726,5000,6000,6000,6000,6000,5500,4800,1621563_000155837017001167_sum-20161231x10k.htm.txt,1621563_000155837018000708_sum-20171230x10k.htm.txt,1621563_000162828019001027_a122918summitmaterials10k.htm.txt,1621563_000162828020001083_a10k2019.htm.txt,1621563_000162828021003021_sum-20210102.htm.txt,1621563_000162828022003781_sum-20220101.htm.txt,1621563_000162828023003866_sum-20221231.htm.txt
1630627,,,,,,0.7056451612903226,,,,,,248,423,,,,,,1630627_000095017022002903_tmci-20211231.htm.txt,1630627_000095017023006603_tmci-20221231.htm.txt
880266,0.03535353535353535,0.03414634146341464,-0.009433962264150943,0.01904761904761905,0.08878504672897196,0.09871244635193133,19800,20500,21200,21000,21400,23300,25600,880266_000088026617000005_a2016agco10-k.htm.txt,880266_000088026618000005_a2017agco10-k.htm.txt,880266_000088026619000009_a2018agco10-k.htm.txt,880266_000088026620000006_a2019agco10-k.htm.txt,880266_000088026621000009_agco-20201231.htm.txt,880266_000088026622000006_agco-20211231.htm.txt,880266_000088026623000010_agco-20221231.htm.txt
63330,-0.11764705882352941,-0.06666666666666667,-0.21428571428571427,0.5454545454545454,-0.47058823529411764,0,17,15,14,11,17,9,9,63330_000143774917003225_mlp20161231_10k.htm.txt,63330_000143774918003251_mlp20171231_10k.htm.txt,63330_000143774919003802_mlp20181231_10k.htm.txt,63330_000143774920004231_mlp20191231_10k.htm.txt,63330_000143774921004630_mlp20201231_10k.htm.txt,63330_000143774922004848_mlp20211231_10k.htm.txt,63330_000143774923007690_mlp20221231b_10k.htm.txt
1620463,,,,,0.5909090909090909,0.8285714285714286,,,,,22,35,64,,,,,1620463_000156459021015495_atha-10k_20201231.htm.txt,1620463_000095017022004782_atha-20211231.htm.txt,1620463_000095017023009498_atha-20221231.htm.txt
1561550,,,,0.5573770491803278,0.4645308924485126,0.5,,,,1403,2185,3200,4800,,,,1561550_000156459020006422_ddog-10k_20191231.htm.txt,1561550_000156459021009770_ddog-10k_20201231.htm.txt,1561550_000156155022000009_ddog-20211231.htm.txt,1561550_000156155023000006_ddog-20221231.htm.txt
30625,-0.05555555555555555,0,0,-0.058823529411764705,0,0,18000,17000,17000,17000,16000,16000,16000,30625_000003062517000046_fls12312016financialstatem.htm.txt,30625_000162828018002486_fls12312017financialstatem.htm.txt,30625_000003062519000009_fls12312018financialstatem.htm.txt,30625_000003062520000007_fls12312019financialst.htm.txt,30625_000003062521000034_fls-20201231.htm.txt,30625_000003062522000039_fls-20211231.htm.txt,30625_000003062523000077_fls-20221231.htm.txt
1837412,,,,,,0.409375,,,,,,320,451,,,,,,1837412_000162828022007711_slgc-20211231.htm.txt,1837412_000162828023009564_slgc-20221231.htm.txt
1536394,,,,,-0.9148936170212766,6.0,,,,,47,4,28,,,,,1536394_000121390021017529_f10k2020_uslightinggroup.htm.txt,1536394_000121390022036284_f10k2021_uslightinggroup.htm.txt,1536394_000121390023029790_f10k2022_uslighting.htm.txt
1430723,0.03333333333333333,0.08986175115207373,0.06765327695560254,-0.023762376237623763,0.018255578093306288,0.13745019920318724,420,434,473,505,493,502,571,1430723_000114420417011710_v458972_10k.htm.txt,1430723_000117184318001571_f10k_022818p.htm.txt,1430723_000117184319001375_f10k_022719p.htm.txt,1430723_000117184320001250_sfbs20191231_10k.htm.txt,1430723_000117184321001354_sfbs20201231_10k.htm.txt,1430723_000117184322001394_sfbs20211231_10k.htm.txt,1430723_000117184323001247_sfbs20221231_10k.htm.txt
1535929,-0.05970149253731343,-0.047619047619047616,0,0,0,0.016666666666666666,6700,6300,6000,6000,6000,6000,6100,1535929_000153592917000007_voyafinancialinc201610-kre.htm.txt,1535929_000153592918000006_voyafinancialinc201710-kre.htm.txt,1535929_000153592919000018_q42018voyafinancialinc.htm.txt,1535929_000153592920000012_voyafinancialinc2019q4.htm.txt,1535929_000153592921000025_voya-20201231.htm.txt,1535929_000153592922000018_voya-20211231.htm.txt,1535929_000153592923000019_voya-20221231.htm.txt
1679363,,,,0.17105263157894737,0.1348314606741573,0.009900990099009901,,,,76,89,101,102,,,,1679363_000155837020001653_morf-20191231x10k.htm.txt,1679363_000155837021002073_morf-20201231x10k.htm.txt,1679363_000167936322000010_morf-20211231.htm.txt,1679363_000167936323000011_morf-20221231.htm.txt
1681622,,0,0,0,0.05,0.09523809523809523,,2000,2000,2000,2000,2100,2300,,1681622_000168162217000023_varex10k2017.htm.txt,1681622_000168162218000045_varex10k2018.htm.txt,1681622_000168162219000083_varex10k2019.htm.txt,1681622_000168162220000116_vrex-20201002.htm.txt,1681622_000168162221000103_vrex-20211001.htm.txt,1681622_000168162222000091_vrex-20220930.htm.txt
1547546,-1.0,0,0,0,1,0,1,0,0,0,0,600,600,1547546_000114420417015145_v460798_10k.htm.txt,1547546_000162828018003315_oaks10-k20171231.htm.txt,1547546_000162828019003082_hcft10-k20181231.htm.txt,1547546_000162828020003645_hcft-20191231.htm.txt,1547546_000162828021004756_hcft-20201231.htm.txt,1547546_000162828022006285_hcft-20211231.htm.txt,1547546_000162828023009060_hcft-20221231.htm.txt
1413898,-0.10728910728910729,-0.09908256880733946,-0.15478615071283094,-0.10481927710843374,-0.11709286675639301,0.010670731707317074,1221,1090,982,830,743,656,663,1413898_000141389817000017_c898-20161231x10k.htm.txt,1413898_000141389818000010_ahc-20171231x10k.htm.txt,1413898_000141389819000008_ahc-20181231x10k.htm.txt,1413898_000141389820000043_ahc-20191231x10k.htm.txt,1413898_000141389821000012_ahc-20201231x10k.htm.txt,1413898_000141389822000011_daln-20211231x10k.htm.txt,1413898_000141389823000007_daln-20221231x10k.htm.txt
1358762,0.24,0.3225806451612903,0.7886178861788617,0.18636363636363637,0.32567049808429116,-0.07225433526011561,75,93,123,220,261,346,321,1358762_000156459017003245_reta-10k_20161231.htm.txt,1358762_000156459018004193_reta-10k_20171231.htm.txt,1358762_000156459019005161_reta-10k_20181231.htm.txt,1358762_000156459020005272_reta-10k_20191231.htm.txt,1358762_000156459021009624_reta-10k_20201231.htm.txt,1358762_000156459022007338_reta-10k_20211231.htm.txt,1358762_000095017023004236_reta-20221231.htm.txt
65312,3.4516129032258065,0.9130434782608695,0.7992424242424242,0.037894736842105266,0.06693711967545639,0.21673003802281368,31,138,264,475,493,526,640,65312_000117494716003153_form10k-16337_evi.htm.txt,65312_000117494717001325_form10k-18760_evi.htm.txt,65312_000117494718001160_form10k-20808_evi.htm.txt,65312_000117494719001060_form10k-22743_evi.htm.txt,65312_000117494720000945_evi10k0620.htm.txt,65312_000117494721000839_evi10k0621.htm.txt,65312_000117494722001008_evi10k0622.htm.txt
1739936,,,0.4235705950991832,0.12049180327868853,0.17044623262618874,-0.125,,,857,1220,1367,1600,1400,,,1739936_000156459019004449_svmk-10k_20181231.htm.txt,1739936_000156459020007349_svmk-10k_20191231.htm.txt,1739936_000156459021006682_svmk-10k_20201231.htm.txt,1739936_000095017022001217_mntv-20211231.htm.txt,1739936_000095017023003212_mntv-20221231.htm.txt
867665,0.027522935779816515,-0.10714285714285714,-0.35,-0.046153846153846156,-0.3225806451612903,-0.5714285714285714,109,112,100,65,62,42,18,867665_000086766517000031_axas10-k2016.htm.txt,867665_000086766518000014_axas10-k2017.htm.txt,867665_000143774919005085_axas20181119_10k.htm.txt,867665_000143774920013989_axas20191231_10k.htm.txt,867665_000143774921011204_axas20201231_10k.htm.txt,867665_000143774922007770_axas20211231_10k.htm.txt,867665_000143774923010447_axas20221231_10k.htm.txt
9984,0,,,,0.02,0.0196078431372549,40,40,,,5000,5100,5200,9984_000000998417000023_b201610k.htm.txt,9984_000000998418000024_b201710k.htm.txt,,,9984_000000998421000063_b-20201231.htm.txt,9984_000000998422000047_b-20211231.htm.txt,9984_000000998423000060_b-20221231.htm.txt
1051470,0.40625,0.1111111111111111,0.02,-0.0392156862745098,0.02040816326530612,0,3200,4500,5000,5100,4900,5000,5000,1051470_000105147017000059_cci10-k123116.htm.txt,1051470_000105147018000082_cci10-k123117.htm.txt,1051470_000105147019000046_cci10-k123118.htm.txt,1051470_000105147020000077_cci10k123119q4.htm.txt,1051470_000105147021000031_cci-20201231.htm.txt,1051470_000105147022000019_cci-20211231.htm.txt,1051470_000105147023000041_cci-20221231.htm.txt
1841156,,,,,,0.12903225806451613,,,,,,1116,1260,,,,,,1841156_000095017022002823_pay-20211231.htm.txt,1841156_000095017023005995_pay-20221231.htm.txt
1694426,,-0.056838365896980464,0.026096314231907454,-0.07393812270582066,-0.0622876557191393,0.13103864734299517,,3941,3717,3814,3532,3312,3746,,1694426_000169442618000036_dk-10kx123117q417.htm.txt,1694426_000169442619000021_dk-10kx123118q4.htm.txt,1694426_000169442620000011_dk-10kx123119q4.htm.txt,1694426_000169442621000034_dk-20201231.htm.txt,1694426_000169442622000048_dk-20211231.htm.txt,1694426_000169442623000007_dk-20221231.htm.txt
1360604,0.2616822429906542,0.044444444444444446,0.07446808510638298,0.09900990099009901,0.07207207207207207,0.6330532212885154,214,270,282,303,333,357,583,1360604_000136060417000022_hta2016123110-k.htm.txt,1360604_000136060418000018_hta2017123110-k.htm.txt,1360604_000136060419000023_hta2018123110-k.htm.txt,1360604_000136060420000025_hta2019123110-k.htm.txt,1360604_000136060421000018_hta-20201231.htm.txt,1360604_000136060422000014_hta-20211231.htm.txt,1360604_000136060423000019_hr-20221231.htm.txt
1768446,,,,,,0.5789473684210527,,,,,,19,30,,,,,,1768446_000095017022002998_elym-20211231.htm.txt,1768446_000095017023006279_elym-20221231.htm.txt
1699382,,,,,0.22727272727272727,0.14814814814814814,,,,,44,54,62,,,,,1699382_000156459021010578_pmvp-10k_20201231.htm.txt,1699382_000156459022007860_pmvp-10k_20211231.htm.txt,1699382_000095017023005345_pmvp-20221231.htm.txt
1501989,0.1794871794871795,0.4891304347826087,0.15328467153284672,-0.08860759493670886,0.20833333333333334,-0.3333333333333333,78,92,137,158,144,174,116,1501989_000156459017003229_ctmx-10k_20161231.htm.txt,1501989_000156459018004727_ctmx-10k_20171231.htm.txt,1501989_000156459019004890_ctmx-10k_20181231.htm.txt,1501989_000156459020007395_ctmx-10k_20191231.htm.txt,1501989_000156459021008081_ctmx-10k_20201231.htm.txt,1501989_000095017022002519_ctmx-20211231.htm.txt,1501989_000095017023009991_ctmx-20221231.htm.txt
1680062,,0.4293193717277487,0.32234432234432236,0.5041551246537396,0.6151012891344383,0.37856328392246297,,191,273,361,543,877,1209,,1680062_000165495418002950_acmr_10k.htm.txt,1680062_000165495419002737_acm_10k.htm.txt,1680062_000114036120006743_form10k.htm.txt,1680062_000114036121006683_brhc10020658_10k.htm.txt,1680062_000114036122007348_brhc10034322_10k.htm.txt,1680062_000114036123009508_brhc10048521_10k.htm.txt
1715768,,,0,1,0.18681318681318682,0.16666666666666666,,,0,0,91,108,126,,,1715768_000121390018013174_f10k2018_peninsulaacq.htm.txt,1715768_000121390019019134_f10k2019_peninsulaacqu.htm.txt,1715768_000171576821000035_none-20201231.htm.txt,1715768_000171576822000028_tgan-20220331.htm.txt,1715768_000171576823000047_tgan-20230331.htm.txt
859070,-0.03103448275862069,-0.07651245551601424,0.015414258188824663,0.14800759013282733,-0.009917355371900827,0.01669449081803005,580,562,519,527,605,599,609,859070_000119312517069830_d318707d10k.htm.txt,859070_000143774918003938_fcbc20171231_10k.htm.txt,859070_000143774919003797_fcbc20181231_10k.htm.txt,859070_000143774920005120_fcbc20191231_10k.htm.txt,859070_000143774921005876_fcbc20201231_10k.htm.txt,859070_000143774922005177_fcbc20211231b_10k.htm.txt,859070_000143774923004190_fcbc20221231_10k.htm.txt
1788841,,,,,,-0.2,,,,,,355,284,,,,,,1788841_000107997322000422_helbiz_10k-123121.htm.txt,1788841_000107997323000382_hlbz_10k-123122.htm.txt
18255,0.029411764705882353,-0.014285714285714285,-0.028019323671497585,-0.2644135188866799,0.013513513513513514,0.013333333333333334,10200,10500,10350,10060,7400,7500,7600,18255_000001825517000017_cato10k2016.htm.txt,18255_000001825518000024_cato10k2017-jrs.htm.txt,18255_000001825519000010_cato10k2018.htm.txt,18255_000001825520000005_cato-20200201.htm.txt,18255_000001825521000004_cato20210130.htm.txt,18255_000001825522000011_cato20210130.htm.txt,18255_000156276223000126_cato2023012810K.htm.txt
73088,0.0032216494845360823,-0.018625561978163133,0.0032722513089005235,-0.0019569471624266144,-0.03071895424836601,0.03169251517194875,1552,1557,1528,1533,1530,1483,1530,73088_000007308817000031_nwe1231201610k.htm.txt,73088_000007308818000022_nwe1231201710k.htm.txt,73088_000007308819000023_nwe1231201810k.htm.txt,73088_000007308820000030_nwe1231201910k.htm.txt,73088_000007308821000026_nwe-20201231.htm.txt,73088_000007308822000019_nwe-20211231.htm.txt,73088_000007308823000028_nwe-20221231.htm.txt
66382,-0.01695806494018667,0.027146295801016313,0.041531050644447336,-0.05,0,0.4868421052631579,7607,7478,7681,8000,7600,7600,11300,66382_000006638216000082_hmi10k_05282016.htm.txt,66382_000006638217000035_hmi10k_06032017.htm.txt,66382_000006638218000038_hmi10k06022018.htm.txt,66382_000006638219000047_hmi10k_06012019.htm.txt,66382_000006638220000038_hmi10k05302020.htm.txt,66382_000006638221000033_mlhr-20210529.htm.txt,66382_000006638222000046_mlhr-20220528.htm.txt
1556739,,,,,0.13705144833549504,0.12357414448669202,,,,,2313,2630,2955,,,,,1556739_000162828021005660_dxm-20201231.htm.txt,1556739_000162828022006158_thry-20211231.htm.txt,1556739_000155673923000008_thry-20221231.htm.txt
1422143,0.24,0.3870967741935484,0.3953488372093023,0.48333333333333334,0.3595505617977528,0.09917355371900827,25,31,43,60,89,121,133,1422143_000156459017004291_kura-10k_20161231.htm.txt,1422143_000156459018005293_kura-10k_20171231.htm.txt,1422143_000156459019006263_kura-10k_20181231.htm.txt,1422143_000156459020006391_kura-10k_20191231.htm.txt,1422143_000156459021007822_kura-10k_20201231.htm.txt,1422143_000095017022001967_kura-20211231.htm.txt,1422143_000095017023004107_kura-20221231.htm.txt
1588014,0,249999.0,0,0,0,0,1,1,250000,250000,250000,250000,250000,1588014_000149315217006266_form10-k.htm.txt,1588014_000149315218005367_form10-k.htm.txt,1588014_000149315219005499_form10-k.htm.txt,1588014_000149315220008454_form10-k.htm.txt,1588014_000149315221006734_form10-k.htm.txt,1588014_000149315222006820_form10-k.htm.txt,1588014_000149315223009398_form10-k.htm.txt
1850270,,,,,,28.0,,,,,,3,87,,,,,,1850270_000119312522082906_d321177d10k.htm.txt,1850270_000095017023010324_prok-20221231.htm.txt
1201792,-0.553921568627451,-0.06593406593406594,0.011764705882352941,2.4186046511627906,0.9727891156462585,-0.9551724137931035,2040,910,850,860,2940,5800,260,1201792_000120179217000003_apei-20161231x10k.htm.txt,1201792_000120179218000003_apei-20171231x10k.htm.txt,1201792_000120179219000003_apei-20181231x10k.htm.txt,1201792_000120179220000006_apei-20191231x10k.htm.txt,1201792_000120179221000003_apei-20201231.htm.txt,1201792_000120179222000003_apei-20211231.htm.txt,1201792_000120179223000004_apei-20221231.htm.txt
1316944,0.04744525547445255,-0.017421602787456445,0,0.08156028368794327,-0.02622950819672131,0,274,287,282,282,305,297,297,1316944_000131694417000066_a201610kfhlbsf.htm.txt,1316944_000131694418000051_a201710kfhlbsf.htm.txt,1316944_000131694419000042_a201810kfhlbsf.htm.txt,1316944_000131694420000043_a201910kdocument.htm.txt,1316944_000131694421000049_fhlbsf-20201231.htm.txt,1316944_000131694422000024_fhlbsf-20211231.htm.txt,1316944_000131694423000047_fhlbsf-20221231.htm.txt
1522727,-0.016166281755196306,1.028169014084507,0.017361111111111112,-0.1558589306029579,-0.06064690026954178,0.047345767575322814,433,426,864,879,742,697,730,1522727_000155837017000559_usac-20161231x10k.htm.txt,1522727_000155837018000600_usac-20171231x10k.htm.txt,1522727_000155837019000738_usac-20181231x10k.htm.txt,1522727_000152272720000005_usac201910-k.htm.txt,1522727_000152272721000010_usac-20201231.htm.txt,1522727_000152272722000006_usac-20211231.htm.txt,1522727_000152272723000006_usac-20221231.htm.txt
216228,0.05263157894736842,0,0.05,-0.0761904761904762,0.020618556701030927,0.04040404040404041,9500,10000,10000,10500,9700,9900,10300,216228_000021622817000006_itt10-kx12312016.htm.txt,216228_000021622818000007_itt10-kx12312017.htm.txt,216228_000021622819000006_itt10-kx12312018.htm.txt,216228_000021622820000005_itt10-kx12312019.htm.txt,216228_000021622821000005_itt-20201231.htm.txt,216228_000021622822000006_itt-20211231.htm.txt,216228_000021622823000004_itt-20221231.htm.txt
1449794,0.012048192771084338,0.08333333333333333,0.04395604395604396,0.010526315789473684,0.10416666666666667,0.02830188679245283,83,84,91,95,96,106,109,1449794_000144979417000005_emyb-20161231x10k.htm.txt,1449794_000144979418000002_emyb-20171231x10k.htm.txt,1449794_000144979419000002_emyb-20181231x10k.htm.txt,1449794_000144979420000002_emyb-20191231x10k.htm.txt,1449794_000144979421000005_emyb-20201231x10k.htm.txt,1449794_000144979422000005_emyb-20211231x10k.htm.txt,1449794_000144979423000007_emyb-20221231x10k.htm.txt
1666700,,0,-0.6428571428571429,-0.02857142857142857,-0.17647058823529413,-0.17857142857142858,,98000,98000,35000,34000,28000,23000,,1666700_000166670018000009_a2017dwdp10-k.htm.txt,1666700_000166670019000006_a2018dwdp10-k.htm.txt,1666700_000166670020000006_dupont201910-k.htm.txt,1666700_000166670021000005_dd-20201231.htm.txt,1666700_000166670022000009_dd-20211231.htm.txt,1666700_000166670023000008_dd-20221231.htm.txt
1396536,0,0.5277777777777778,,,0.15254237288135594,0.10294117647058823,36,36,55,,59,68,75,1396536_000155335017000333_duot_10k.htm.txt,1396536_000155335018000285_duot_10k.htm.txt,1396536_000155335019000375_duot_10k.htm.txt,,1396536_000155335021000232_duot_10k.htm.txt,1396536_000155335022000281_duot_10k.htm.txt,1396536_000155335023000241_duot_10k.htm.txt
1578732,0.034759358288770054,0.07364341085271318,0.05535499398315283,-0.12884834663625996,0.04842931937172775,0.10736579275905118,748,774,831,877,764,801,887,1578732_000119312517084360_d302605d10k.htm.txt,1578732_000119312518084734_d515665d10k.htm.txt,1578732_000119312519059132_d619148d10k.htm.txt,1578732_000119312520058202_d825656d10k.htm.txt,1578732_000119312521062693_d105051d10k.htm.txt,1578732_000119312522060189_d232794d10k.htm.txt,1578732_000157873223000013_mmi-20221231.htm.txt
1690820,,1.081008583690987,0.8881154936839392,0.4199890770070999,1.0192307692307692,-0.20952380952380953,,1864,3879,7324,10400,21000,16600,,1690820_000169082018000005_carvana12311710k.htm.txt,1690820_000169082019000024_cvna-20181231.htm.txt,1690820_000169082020000052_cvna-20191231.htm.txt,1690820_000169082021000069_cvna-20201231.htm.txt,1690820_000169082022000080_cvna-20211231.htm.txt,1690820_000169082023000052_cvna-20221231.htm.txt
315858,0.12587526461488358,0.056841191784784494,-0.016696318598604078,-0.3546276965901183,0.2046581841708001,0.06050841389187254,6141,6914,7307,7185,4637,5586,5924,315858_000031585817000008_c858-20161231x10k.htm.txt,315858_000031585818000018_c858-20171231x10k.htm.txt,315858_000031585819000023_c858-20181231x10k.htm.txt,315858_000031585820000029_c858-20191231x10k.htm.txt,315858_000031585821000008_bvh-20201231x10k.htm.txt,315858_000156276222000091_bvh-20211231.htm.txt,315858_000031585823000011_bvh-20221231x10k.htm.txt
1679688,-0.05391304347826087,-0.2647058823529412,0,-0.125,-0.2857142857142857,0.2,575,544,400,400,350,250,300,1679688_000167968817000017_clns1231201610-k.htm.txt,1679688_000167968818000008_clns201710-k.htm.txt,1679688_000167968819000015_clny201810-k.htm.txt,1679688_000167968820000014_clny201910-k.htm.txt,1679688_000167968821000018_clny-20201231.htm.txt,1679688_000167968822000008_dbrg-20211231.htm.txt,1679688_000167968823000017_dbrg-20221231.htm.txt
1823365,,,,,-0.09782608695652174,-0.04819277108433735,,,,,92,83,79,,,,,1823365_000155837021003627_gbny-20201231x10k.htm.txt,1823365_000155837022004294_gbny-20211231x10k.htm.txt,1823365_000155837023004596_gbny-20221231x10k.htm.txt
1640384,-0.45,-0.18181818181818182,0,-0.1111111111111111,0,0,20,11,9,9,8,8,8,1640384_000156459017005849_lmfa-10k_20161231.htm.txt,1640384_000156459018008299_lmfa-10k_20171231.htm.txt,1640384_000156459019011743_lmfa-10k_20181231.htm.txt,1640384_000156459020016583_lmfa-10k_20191231.htm.txt,1640384_000156459021017063_lmfa-10k_20201231.htm.txt,1640384_000156459022013045_lmfa-10k_20211231.htm.txt,1640384_000095017023011149_lmfa-20221231.htm.txt
1494650,,0.3076923076923077,1.1666666666666667,-0.07692307692307693,-0.07352941176470588,-0.25396825396825395,,78,102,221,204,189,141,,1494650_000149465018000025_optn12-31x201710xk.htm.txt,1494650_000149465019000020_optn12-31x201810xk.htm.txt,1494650_000149465020000020_optn-20191231.htm.txt,1494650_000149465021000010_optn-20201231.htm.txt,1494650_000149465022000019_optn-20211231.htm.txt,1494650_000149465023000020_optn-20221231.htm.txt
1310383,0.1,-0.09090909090909091,0,0,0,0,10,11,10,10,10,10,10,1310383_000114420417017351_v461284_10k.htm.txt,1310383_000114420418015237_tv487942_10k.htm.txt,1310383_000114420419015603_tv516419_10k.htm.txt,1310383_000110465920038144_tm205270d1_10k.htm.txt,1310383_000110465921042620_tm211080d1_10k.htm.txt,1310383_000141057822000790_shcr-20211231x10k.htm.txt,1310383_000141057823000527_shcr-20221231x10k.htm.txt
1683606,,0.2727272727272727,0.07142857142857142,0,0.06666666666666667,0.0625,,1100,1400,1500,1500,1600,1700,,1683606_000156459018004522_cars-10k_20171231.htm.txt,1683606_000156459019005502_cars-10k_20181231.htm.txt,1683606_000156459020006776_cars-10k_20191231.htm.txt,1683606_000156459021008812_cars-10k_20201231.htm.txt,1683606_000095017022002101_cars-20211231.htm.txt,1683606_000095017023004093_cars-20221231.htm.txt
1000209,,,0.07909604519774012,-0.020942408376963352,-0.2727272727272727,0.16176470588235295,,,177,191,187,136,158,,,1000209_000119312519073307_d643263d10k.htm.txt,1000209_000156459020014310_mfin-10k_20191231.htm.txt,1000209_000156459021013216_mfin-10k_20201231.htm.txt,1000209_000095017022003603_mfin-20211231.htm.txt,1000209_000095017023007273_mfin-20221231.htm.txt
1163389,0.027450980392156862,-0.030534351145038167,-0.08661417322834646,-0.1336206896551724,0.01990049751243781,-0.05365853658536585,255,262,254,232,201,205,194,1163389_000072174817000158_npbs10k030817.htm.txt,1163389_000172186818000198_f2snpbs10k032018.htm.txt,1163389_000172186819000157_f2snpbs10k032819.htm.txt,1163389_000172186820000183_f2snpbs10k041320.htm.txt,1163389_000172186821000204_f2snwpp10k040821.htm.txt,1163389_000190359622000131_sfsnpbs10k033022.htm.txt,1163389_000190359623000257_npbs_10k.htm.txt
1680378,,0.14285714285714285,-0.15,-0.14705882352941177,-0.10344827586206896,0.11538461538461539,,35,40,34,29,26,29,,1680378_000161577418002215_s109468_10k.htm.txt,1680378_000161577419004827_s116862_10k.htm.txt,1680378_000121390020006565_f10k2019_senestechinc.htm.txt,1680378_000121390021018287_f10k2020_senestechinc.htm.txt,1680378_000121390022015848_f10k2021_senestechinc.htm.txt,1680378_000162828023008353_snes-20221231.htm.txt
868082,0.0625,0,0.058823529411764705,-0.05555555555555555,0,0,16,17,17,18,17,17,17,868082_000143774917005355_eepl20161231_10k.htm.txt,868082_000143774918005524_eepl20171231_10k.htm.txt,868082_000143774919005733_eepl20181231_10k.htm.txt,868082_000143774920006163_eepl20191231_10k.htm.txt,868082_000143774921007133_eepl20201231_10k.htm.txt,868082_000143774922007158_eepl20211231_10k.htm.txt,868082_000143774923007712_eepl20221231_10k.htm.txt
1043277,0.0671858407079646,0.012471805758259255,0.010811164984929891,-0.03493874376093861,0.13359752821063944,0.03092966759495171,14125,15074,15262,15427,14888,16877,17399,1043277_000104327717000004_chrw-10k2016.htm.txt,1043277_000104327718000007_chrw-10k2017.htm.txt,1043277_000104327719000006_chrw10-k2018.htm.txt,1043277_000104327720000016_chrw-20191231.htm.txt,1043277_000104327721000009_chrw-20201231.htm.txt,1043277_000104327722000006_chrw-20211231.htm.txt,1043277_000104327723000005_chrw-20221231.htm.txt
1857951,,,,,,0.011838989739542225,,,,,,2534,2564,,,,,,1857951_000162828021025047_webr-20210930.htm.txt,1857951_000162828022031889_webr-20220930.htm.txt
712515,,,,,0.17272727272727273,0.03875968992248062,,,,,11000,12900,13400,,,,,712515_000071251521000064_ea-20210331.htm.txt,712515_000071251522000011_ea-20220331.htm.txt,712515_000071251523000028_ea-20230331.htm.txt
1777835,,,,,,0.1079734219269103,,,,,,602,667,,,,,,1777835_000177783522000008_pwp-20211231.htm.txt,1777835_000177783523000030_pwp-20221231.htm.txt
1770141,,,,,,29.55,,,,,,20,611,,,,,,1770141_000162828022009432_uph-20211231.htm.txt,1770141_000162828023010152_uph-20221231.htm.txt
1004989,0.8737373737373737,,,,,-0.599025974025974,198,371,,,,1232,494,1004989_000143774917006637_sgrp20161231_10k.htm.txt,1004989_000143774918006047_sgrp20171231_10k.htm.txt,,,,1004989_000143774922009005_sgrp20211231_10k.htm.txt,1004989_000143774923010432_sgrp20221231_10k.htm.txt
